id,word_count,mean_word_length
1204,74.00,4.527027027
1205,5.00,4.2
1206,6.00,4.833333333
1207,67.00,4.641791045
1208,137.00,4.094890511
1209,40.00,4
1210,67.00,4.164179104
1211,41.00,4.585365854
1212,58.00,4.293103448
1213,25.00,4.48
1214,51.00,3.901960784
1215,15.00,4.6
1216,120.00,4.425
1217,14.00,3.857142857
1218,2.00,2.5
1219,98.00,4.040816327
1220,78.00,4.41025641
1221,163.00,4.558282209
1222,18.00,4.944444444
1223,39.00,4.794871795
1224,62.00,4.516129032
1225,29.00,4.896551724
1226,27.00,4.888888889
1227,23.00,3.695652174
1228,17.00,3.529411765
1229,56.00,4.089285714
1230,4.00,3
1231,45.00,4.422222222
1232,12.00,4.5
1233,58.00,4.5
1234,82.00,4.804878049
1235,60.00,5.516666667
1236,47.00,3.765957447
1237,57.00,3.596491228
1238,32.00,3.625
1239,76.00,4.092105263
1240,29.00,3.689655172
1241,84.00,3.5
1242,79.00,3.974683544
1243,84.00,3.857142857
1244,71.00,4.253521127
1245,76.00,4.473684211
1246,122.00,4.549180328
1247,128.00,4.5234375
1248,94.00,4.989361702
1249,11.00,5.272727273
1250,36.00,4.416666667
1251,53.00,4.396226415
1252,9.00,3.555555556
1253,6.00,5.5
1254,65.00,4.661538462
1255,12.00,4.166666667
1256,96.00,4.135416667
1257,15.00,4.4
1258,6.00,4.333333333
1259,69.00,3.855072464
1260,45.00,5.111111111
1261,148.00,3.682432432
1262,22.00,4.5
1263,78.00,3.743589744
1264,6.00,5.833333333
1265,3.00,9
1266,19.00,3.947368421
1267,35.00,4.171428571
1268,6.00,3.166666667
1269,29.00,4.206896552
1270,1.00,2
1271,23.00,4.043478261
1272,50.00,3.58
1273,36.00,3.944444444
1274,38.00,3.947368421
1275,157.00,4.331210191
1276,192.00,4.177083333
1277,26.00,4.423076923
1278,37.00,4.27027027
1279,61.00,4.31147541
1280,94.00,4.893617021
1281,50.00,4.54
1282,99.00,4.606060606
1283,362.00,4.447513812
1284,61.00,4.475409836
1285,341.00,4.542521994
1286,71.00,4.549295775
1287,32.00,3.96875
1288,139.00,4.366906475
1289,36.00,4.583333333
1290,105.00,4.571428571
1291,9.00,4.111111111
1292,27.00,3.777777778
1293,50.00,4.08
1294,71.00,4.802816901
1295,74.00,4.959459459
1296,53.00,4.094339623
1297,45.00,4.466666667
1298,22.00,3.863636364
1299,18.00,3.611111111
1300,26.00,3.692307692
1301,14.00,3.714285714
1302,9.00,4
1303,11.00,3.636363636
1304,63.00,4.46031746
1305,17.00,4.058823529
1306,78.00,3.794871795
1307,49.00,4.06122449
1308,39.00,3.846153846
1309,127.00,4.070866142
1310,27.00,4.444444444
1311,117.00,4.299145299
1312,38.00,4.157894737
1313,6.00,3.833333333
1314,19.00,3.631578947
1315,8.00,3.625
1316,27.00,4.296296296
1317,102.00,3.960784314
1318,164.00,4.43902439
1319,159.00,4.226415094
1320,15.00,4.333333333
1321,25.00,4.44
1322,2.00,7
1323,22.00,3.772727273
1324,1.00,2
1325,10.00,4.7
1326,48.00,4.0625
1327,17.00,4.235294118
1328,13.00,3.923076923
1329,6.00,2.833333333
1330,49.00,3.530612245
1331,2.00,3.5
1332,7.00,3.571428571
1333,54.00,4
1334,1.00,2
1335,6.00,3.666666667
1336,57.00,4.087719298
1337,2.00,6
1338,9.00,3
1339,36.00,4.472222222
1340,7.00,3.857142857
1341,13.00,4.461538462
1342,32.00,4.15625
1343,65.00,4.4
1344,89.00,4.483146067
1345,16.00,4.25
1346,11.00,3.636363636
1347,164.00,4.18902439
1348,126.00,4.634920635
1349,4.00,3.75
1350,6.00,5
1351,4.00,4
1352,5.00,3.4
1353,6.00,4.166666667
1354,4.00,4.25
1355,12.00,3.75
1356,6.00,2.666666667
1357,6.00,3.666666667
1358,6.00,5
1359,52.00,3.653846154
1360,9.00,3.888888889
1361,29.00,5.206896552
1362,47.00,4.191489362
1363,40.00,3.5
1364,4.00,2.5
1365,12.00,4
1366,4.00,3.75
1367,121.00,4.32231405
1368,44.00,3.5
1369,22.00,3.363636364
1370,1.00,2
1371,3.00,4.333333333
1372,9.00,3.666666667
1373,55.00,4.309090909
1374,65.00,4.353846154
1375,106.00,4.188679245
1376,47.00,4.531914894
1377,118.00,4.211864407
1378,183.00,4.612021858
1379,101.00,4.554455446
1380,111.00,4.801801802
1381,118.00,4.669491525
1382,28.00,4.178571429
1383,221.00,4.606334842
1384,60.00,4.716666667
1385,117.00,4.606837607
1386,105.00,4.419047619
1387,33.00,4.575757576
1388,24.00,3.791666667
1389,79.00,4.708860759
1390,37.00,4.837837838
1391,43.00,5.23255814
1392,62.00,4.838709677
1393,198.00,4.308080808
1394,174.00,4.327586207
1395,18.00,3.555555556
1396,216.00,4.476851852
1397,78.00,4.512820513
1398,38.00,4.868421053
1399,57.00,4.596491228
1400,105.00,4.733333333
1401,95.00,4.757894737
1402,87.00,4.632183908
1403,33.00,4.242424242
1404,20.00,3.3
1405,44.00,4.386363636
1406,10.00,4.5
1407,121.00,3.950413223
1408,95.00,4.105263158
1409,21.00,4.047619048
1410,6.00,3.166666667
1411,72.00,3.236111111
1412,2.00,3
1413,59.00,3.745762712
1414,3.00,4.333333333
1415,88.00,3.988636364
1416,59.00,4.169491525
1417,105.00,4.457142857
1418,53.00,3.905660377
1419,55.00,3.981818182
1420,16.00,4.375
1421,4.00,3.75
1422,68.00,3.779411765
1423,276.00,3.815217391
1424,5.00,6.6
1425,2.00,2.5
1426,12.00,3.916666667
1427,3.00,4
1428,15.00,3.733333333
1429,4.00,4.5
1430,7.00,2.857142857
1431,24.00,3.75
1432,51.00,4.431372549
1433,51.00,4.196078431
1434,76.00,4.486842105
1435,155.00,4.529032258
1436,69.00,4.275362319
1437,132.00,4.227272727
1438,255.00,4.28627451
1439,117.00,4.196581197
1440,254.00,4.460629921
1441,85.00,4.541176471
1442,28.00,4.321428571
1443,113.00,4.318584071
1444,26.00,3.846153846
1445,66.00,4.060606061
1446,38.00,3.921052632
1447,107.00,4.261682243
1448,153.00,4.464052288
1449,46.00,4.260869565
1450,184.00,4.038043478
1451,121.00,4.247933884
1452,53.00,3.58490566
1453,15.00,3.933333333
1454,93.00,4.698924731
1455,150.00,4.606666667
1456,131.00,4.580152672
1457,52.00,4.442307692
1458,52.00,4.807692308
1459,26.00,4.615384615
1460,11.00,4.454545455
1461,6.00,3.166666667
1462,43.00,4.162790698
1463,38.00,4.105263158
1464,36.00,3.611111111
1465,28.00,3.535714286
1466,103.00,4.485436893
1467,22.00,4
1468,61.00,3.68852459
1469,25.00,3.76
1470,3.00,7.666666667
1471,15.00,4.466666667
1472,37.00,4.054054054
1473,16.00,4.375
1474,19.00,3.842105263
1475,87.00,4.333333333
1476,113.00,3.973451327
1477,44.00,4.75
1478,44.00,4.295454545
1479,1.00,2
1480,10.00,3.9
1481,2.00,3
1482,65.00,4.184615385
1483,64.00,3.84375
1484,169.00,4.278106509
1485,68.00,3.794117647
1486,29.00,3.620689655
1487,282.00,4.024822695
1488,26.00,4.5
1489,49.00,4.632653061
1490,20.00,5.15
1491,83.00,4.120481928
1492,212.00,3.985849057
1493,120.00,4.566666667
1494,41.00,4.43902439
1495,13.00,3.692307692
1496,16.00,3.5
1497,23.00,4.391304348
1498,2.00,3.5
1499,156.00,4.384615385
1500,99.00,4.626262626
1501,51.00,4.196078431
1502,97.00,4.762886598
1503,87.00,4.195402299
1504,54.00,4.87037037
1505,35.00,5.171428571
1506,131.00,4.496183206
1507,7.00,3.857142857
1508,7.00,3.142857143
1509,20.00,4.25
1510,10.00,4.1
1511,14.00,3.642857143
1512,5.00,3.8
1513,101.00,3.910891089
1514,21.00,4.333333333
1515,26.00,3.692307692
1516,25.00,4.72
1517,86.00,3.860465116
1518,73.00,4.273972603
1519,61.00,4.147540984
1520,51.00,4.647058824
1521,35.00,4.171428571
1522,10.00,3.7
1523,122.00,4.368852459
1524,30.00,4.233333333
1525,83.00,4.120481928
1526,62.00,4.048387097
1527,38.00,4.763157895
1528,18.00,3.611111111
1529,11.00,3.818181818
1530,22.00,3.545454545
1531,7.00,3.428571429
1532,9.00,3.444444444
1533,3.00,5.666666667
1534,39.00,4.666666667
1535,80.00,4.2
1536,58.00,4.103448276
1537,103.00,4.553398058
1538,9.00,6.111111111
1539,37.00,4.783783784
1540,190.00,4.489473684
1541,90.00,4.9
1542,35.00,3.685714286
1543,76.00,4.078947368
1544,41.00,4.487804878
1545,7.00,3.571428571
1546,14.00,3.785714286
1547,22.00,4.090909091
1548,9.00,4.888888889
1549,27.00,4.62962963
1550,10.00,4.7
1551,6.00,4
1552,61.00,4.262295082
1553,63.00,4.428571429
1554,38.00,4.263157895
1555,31.00,4.903225806
1556,18.00,3.666666667
1557,111.00,4
1558,1.00,2
1559,106.00,4.216981132
1560,33.00,4.333333333
1561,14.00,3.642857143
1562,99.00,4.191919192
1563,5.00,4.8
1564,15.00,4
1565,104.00,4.278846154
1566,22.00,3.818181818
1567,17.00,4.117647059
1568,4.00,4.5
1569,16.00,4.6875
1570,109.00,3.80733945
1571,2.00,4.5
1572,7.00,2.857142857
1573,5.00,3.6
1574,6.00,3.5
1575,20.00,3.9
1576,82.00,4.573170732
1577,8.00,3.375
1578,5.00,2.2
1579,99.00,4.070707071
1580,61.00,4.098360656
1581,64.00,5.21875
1582,35.00,4.628571429
1583,59.00,5.033898305
1584,133.00,4.496240602
1585,134.00,4.380597015
1586,30.00,5.533333333
1587,3.00,3.333333333
1588,12.00,3.083333333
1589,6.00,4
1590,51.00,4.62745098
1591,38.00,4.052631579
1592,18.00,3.833333333
1593,7.00,4
1594,22.00,4.318181818
1595,32.00,4.625
1596,13.00,4.461538462
1597,7.00,5.428571429
1598,6.00,5.666666667
1599,21.00,4.238095238
1600,4.00,4.25
1601,8.00,3.75
1602,123.00,4.617886179
1603,95.00,4.326315789
1604,58.00,3.982758621
1605,88.00,4.295454545
1606,12.00,3.75
1607,18.00,4.166666667
1608,8.00,3
1609,38.00,3.210526316
1610,29.00,4.034482759
1611,10.00,4
1612,43.00,4.744186047
1613,22.00,4.454545455
1614,47.00,5.191489362
1615,75.00,4.653333333
1616,25.00,3.8
1617,19.00,4.210526316
1618,92.00,4.206521739
1619,49.00,4.448979592
1620,78.00,4.384615385
1621,10.00,5.1
1622,3.00,3.666666667
1623,14.00,4
1624,8.00,3.25
1625,9.00,4
1626,94.00,4.063829787
1627,36.00,4.555555556
1628,161.00,4.614906832
1629,38.00,4.789473684
1630,52.00,4.788461538
1631,54.00,4.740740741
1632,20.00,4.35
1633,52.00,4.173076923
1634,115.00,4.330434783
1635,137.00,4.642335766
1636,49.00,4.775510204
1637,9.00,3.777777778
1638,8.00,3.375
1639,47.00,4.638297872
1640,210.00,4.247619048
1641,40.00,4.475
1642,9.00,3.555555556
1643,8.00,5.875
1644,11.00,3.727272727
1645,18.00,4
1646,46.00,4.108695652
1647,76.00,3.684210526
1648,84.00,4.095238095
1649,109.00,4.19266055
1650,11.00,3.545454545
1651,8.00,4.5
1652,10.00,4.6
1653,17.00,4.058823529
1654,13.00,3.076923077
1655,71.00,4.197183099
1656,12.00,3.083333333
1657,45.00,4.844444444
1658,55.00,4.890909091
1659,5.00,3
1660,11.00,4.454545455
1661,8.00,3.375
1662,138.00,4.514492754
1663,17.00,4.941176471
1664,68.00,4.029411765
1665,6.00,4
1666,39.00,4.230769231
1667,32.00,5.03125
1668,12.00,4.25
1669,93.00,4.35483871
1670,23.00,3.913043478
1671,154.00,4.402597403
1672,15.00,3.8
1673,3.00,4.666666667
1674,5.00,4
1675,9.00,4.333333333
1676,11.00,4.909090909
1677,35.00,4.285714286
1678,13.00,3.846153846
1679,3.00,6.666666667
1680,17.00,4.294117647
1681,19.00,4.368421053
1682,161.00,4.260869565
1683,5.00,4.4
1684,2.00,4
1685,142.00,4.352112676
1686,17.00,4
1687,7.00,5.285714286
1688,46.00,3.97826087
1689,20.00,5.4
1690,67.00,4.820895522
1691,118.00,4.813559322
1692,165.00,4.824242424
1693,76.00,4.263157895
1694,110.00,4.454545455
1695,26.00,3.807692308
1696,66.00,4.378787879
1697,154.00,4.597402597
1698,7.00,3.285714286
1699,149.00,4.476510067
1700,75.00,4.853333333
1701,42.00,3.904761905
1702,37.00,4.432432432
1703,23.00,3.695652174
1704,3.00,4.333333333
1705,30.00,4.566666667
1706,4.00,4.25
1707,1.00,2
1708,229.00,4.510917031
1709,67.00,3.925373134
1710,1.00,2
1711,11.00,4.727272727
1712,31.00,4.903225806
1713,55.00,4.527272727
1714,7.00,4
1715,100.00,4.34
1716,159.00,4.534591195
1717,261.00,4.210727969
1718,252.00,4.476190476
1719,124.00,4.959677419
1720,97.00,4.402061856
1721,234.00,4.457264957
1722,44.00,3.886363636
1723,11.00,3.909090909
1724,19.00,4.631578947
1725,304.00,4.375
1726,96.00,4.395833333
1727,6.00,2.666666667
1728,28.00,4.071428571
1729,25.00,4.72
1730,10.00,3.6
1731,45.00,4.333333333
1732,2.00,3.5
1733,37.00,3.918918919
1734,20.00,4.45
1735,168.00,4.511904762
1736,19.00,4.157894737
1737,32.00,4.1875
1738,8.00,4.125
1739,26.00,5.153846154
1740,7.00,4.428571429
1741,2.00,6.5
1742,44.00,3.727272727
1743,112.00,4.366071429
1744,25.00,4.36
1745,217.00,4.391705069
1746,12.00,4
1747,62.00,4.274193548
1748,18.00,6.555555556
1749,85.00,4.611764706
1750,23.00,4.956521739
1751,7.00,4.142857143
1752,4.00,4
1753,19.00,3.947368421
1754,46.00,3.760869565
1755,73.00,4.02739726
1756,2.00,5
1757,5.00,3
1758,20.00,4.25
1759,13.00,4.615384615
1760,29.00,3.793103448
1761,8.00,3.75
1762,31.00,4.419354839
1763,2.00,3.5
1764,19.00,4.368421053
1765,2.00,2.5
1766,21.00,3.285714286
1767,54.00,3.740740741
1768,14.00,3.857142857
1769,51.00,4.921568627
1770,15.00,3.333333333
1771,65.00,3.953846154
1772,70.00,4.257142857
1773,2.00,6
1774,26.00,4.230769231
1775,14.00,3.714285714
1776,26.00,3.846153846
1777,41.00,4.365853659
1778,48.00,4.395833333
1779,57.00,3.614035088
1780,204.00,4.421568627
1781,138.00,4.297101449
1782,11.00,4.818181818
1783,7.00,3.714285714
1784,11.00,3.727272727
1785,6.00,4
1786,18.00,5.222222222
1787,34.00,4.823529412
1788,28.00,3.821428571
1789,6.00,3.833333333
1790,13.00,5.153846154
1791,41.00,3.390243902
1792,242.00,4.338842975
1793,58.00,4.172413793
1794,7.00,4.285714286
1795,22.00,4.090909091
1796,179.00,4.206703911
1797,102.00,4.294117647
1798,2.00,6
1799,3.00,3.666666667
1800,2.00,4.5
1801,2.00,3
1802,2.00,3.5
1803,5.00,4.2
1804,5.00,3.4
1805,1.00,2
1806,3.00,5
1807,8.00,3.375
1808,9.00,5.111111111
1809,16.00,4.0625
1810,2.00,5
1811,2.00,3
1812,4.00,3.25
1813,23.00,4.043478261
1814,5.00,4.8
1815,3.00,7
1816,4.00,4
1817,2.00,3
1818,51.00,4.411764706
1819,11.00,4
1820,8.00,4.125
1821,6.00,2.666666667
1822,125.00,4.36
1823,30.00,4.566666667
1824,55.00,4.454545455
1825,26.00,4.076923077
1826,83.00,3.927710843
1827,22.00,3.863636364
1828,145.00,4.55862069
1829,2.00,5.5
1830,7.00,3.714285714
1831,82.00,3.987804878
1832,16.00,3.75
1833,60.00,3.933333333
1834,30.00,3.7
1835,14.00,5
1836,20.00,4.05
1837,116.00,4.293103448
1838,10.00,4.4
1839,8.00,5.125
1840,73.00,3.863013699
1841,172.00,4.197674419
1842,79.00,4.075949367
1843,72.00,3.916666667
1844,31.00,4.193548387
1845,27.00,4.333333333
1846,16.00,3.125
1847,69.00,4.855072464
1848,41.00,4.707317073
1849,177.00,4.723163842
1850,48.00,4.666666667
1851,116.00,4.431034483
1852,116.00,4.525862069
1853,33.00,5.03030303
1854,70.00,4.842857143
1855,105.00,4.714285714
1856,77.00,4.662337662
1857,149.00,4.248322148
1858,29.00,3.793103448
1859,27.00,3.62962963
1860,28.00,4.428571429
1861,165.00,4.624242424
1862,72.00,4.486111111
1863,50.00,4.84
1864,131.00,4.717557252
1865,143.00,4.538461538
1866,11.00,4.727272727
1867,34.00,4.705882353
